subject_id,window_start,window_stop,activity_name,f_00,f_01,f_02,f_03,f_04,f_05,f_06,f_07,f_08,f_09,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,kmeans_cluster,risk_score,strain_band,dbscan_cluster,is_anomaly,anomaly_score,pca_1,pca_2,tsne_1,tsne_2,review_note
subject101,1000,1200,lying,5.99800595,0.09612988321587361,5.998776236090366,5.09961995,0.08474180990808199,5.10032399057006,5.7967417999999995,0.11520214435400064,5.7978864278227285,0.003543380585,0.026253177578819134,0.026491222677618463,0.0062102649835,0.02159199354652757,0.022467344669065244,-0.006488438220999999,0.01583060176573782,0.01710870488415517,1.08034005,0.08881859221473565,1.083984947292632,1.93630065,0.08521203842813234,1.9381747337852437,9.376289,0.1237675132496408,9.377105833297232,0.000417603494,0.022823862709038113,0.02282768279171632,-0.007397161411499999,0.027416563521539553,0.028396935614224253,-0.011355467917499999,0.018572542488547096,0.021768922483996745,-0.5914542500000001,0.05023802740890112,0.5935840203720111,-7.690850950000001,0.06761198369813967,7.691148140261992,-6.5476715500000005,0.10503780005358786,6.548514004422645,2,1.7960556601251954,low_strain,1,False,0.45287998871620583,-6.367129682424494,4.834035859861882,-26.660234451293945,37.20924758911133,Typical motion signature for its cluster.
subject101,1100,1300,lying,6.008180200000001,0.09247531202953574,6.008891827867015,5.1062106499999995,0.0870034929590617,5.1069518119873125,5.8001431000000006,0.1140871597700197,5.801265022432779,0.0016159929200000001,0.02765445122676298,0.027701626410211056,0.006730452479999999,0.02273296753492944,0.023708369904523047,-0.0059578585499999994,0.015581021743415488,0.016681256459589438,1.074619615,0.08879327149579959,1.078281763736026,1.9314693,0.0818399170301999,1.9332023765922697,9.38297725,0.13305424455062487,9.383920582891273,0.003958688974000001,0.0242647659223882,0.024585566571896627,-0.007302429730000001,0.027339365059180516,0.028297815495206137,-0.010715369747500002,0.017127484334119435,0.020203214309637587,-0.5972746449999999,0.050449528316813576,0.5994014985527355,-7.691325449999999,0.06538598283881268,7.691603376706933,-6.554866999999999,0.10409344211332432,6.5556934669323885,2,1.797399113925325,low_strain,1,False,0.45104524091522685,-6.36216549898907,4.839433616964063,-26.646458625793457,37.206207275390625,Typical motion signature for its cluster.
subject101,1200,1400,lying,6.0251731,0.143337018102059,6.026877830661744,5.0809830499999995,0.26486459876359,5.087881878548823,5.794324799999999,0.1888172866449468,5.797400439475525,-0.022017627119999997,0.1469587381665034,0.14859894557999484,-0.020167302319999997,0.14829924606444095,0.14966424578418147,-0.018407060791,0.1126383364256724,0.11413244376471805,1.078786335,0.08894905243673355,1.0824471767768278,1.92532905,0.0794565549378873,1.9269679018853687,9.3956568,0.134041618976197,9.39661289289944,0.002767503685,0.02578098845842337,0.025929104159994568,-0.00670601671,0.027577335570070024,0.02838098125962259,-0.011251319424,0.016461797644046275,0.019939482702778604,-0.598208165,0.05379117811554024,0.600621760774387,-7.679128350000001,0.066953518471978,7.679420224822282,-6.5833156,0.10945722802373536,6.584225480188994,2,1.8296276181527693,low_strain,1,False,0.47344493431673496,-6.196514685795225,4.838439552920857,-26.63268280029297,37.20316696166992,Typical motion signature for its cluster.
subject101,1300,1500,lying,3.4907919400000003,2.7280585602138245,4.430342185015158,5.416173650000001,0.5236658052891916,5.441430223992907,6.74204815,1.1410906054144332,6.8379310486932745,-0.060404235365500006,0.2532132411481992,0.2603182996695907,0.0038456374150000004,0.22069483187805738,0.22072833471217887,-0.09537172965599998,0.3208692265712296,0.3347429273009308,1.0701227850000001,0.0904703701619971,1.0739402510630678,1.9159283999999999,0.07990459294959207,1.9175939032811404,9.39340095,0.13306909230395123,9.394343446499468,-0.0026582520155,0.025274457378058928,0.02541386431720346,-0.007703071921,0.027704119413410694,0.028755096061265698,-0.010480742339,0.01717897488515971,0.020123695934928434,-0.588791425,0.059980762013201995,0.5918386891419105,-7.644197350000001,0.07337327956059683,7.64454948076736,-6.613922050000001,0.10945751861017816,6.614827725032338,2,1.9482486452004042,low_strain,1,False,0.4956189676586966,-5.7960768532314395,4.990093428830978,-27.975943247477215,37.376991271972656,Typical motion signature for its cluster.
subject101,1400,1600,lying,0.71056,0.9953048967885418,1.2229175569805393,5.775819650000001,0.27264485482102446,5.782251105424815,7.7895371,0.6121809203875844,7.813555766202927,-0.04081667869549999,0.21123477617916614,0.21514212030003355,0.0316556656565,0.16078175729924912,0.16386840649860107,-0.08363528834499999,0.30377497133237186,0.3150779184019956,1.064700805,0.09282607781855794,1.068739671244043,1.91140965,0.08444879628732134,1.913274274459232,9.3908003,0.136178965897491,9.39178763522861,-0.0014083754755,0.02452802499587134,0.024568425502625908,-0.006915198731000001,0.027828605964251085,0.028674924296373916,-0.011442254255000001,0.01752829470688806,0.020932422166762867,-0.5916478700000001,0.060918618194383725,0.5947758234143768,-7.61553815,0.070105029784442,7.6158608199800035,-6.634195850000001,0.10031475319850762,6.634954229372385,2,1.7968045598097506,low_strain,1,False,0.4924749000516986,-6.132414541508937,4.964591975913409,-29.319203694661457,37.55081558227539,Typical motion signature for its cluster.
subject101,1500,1700,lying,0.46597723,0.06742515939044638,0.47083004470541173,5.76341715,0.06565026199778262,5.7637910442532965,7.884443000000001,0.10550688058131569,7.885148896634672,-2.694573949999994e-05,0.02151987408794653,0.021519890957761606,0.008869363538999999,0.01972562000845845,0.021627891582515366,-0.00693805285,0.013848894797130373,0.015489624412857074,1.072974935,0.08969032654060735,1.076717031449403,1.91407985,0.0837407584541572,1.9159107982373553,9.39984685,0.12620489534315824,9.400694042413226,-0.00030982316835000026,0.023809501159593852,0.02381151687449473,-0.0049892852399999995,0.0288918850721104,0.029319515518270726,-0.010100059933,0.01797734300944788,0.0206202830322364,-0.5957463199999999,0.056606376742444835,0.5984295778798454,-7.6108476,0.06477869065703627,7.611123272499862,-6.647580150000001,0.10228248851332031,6.648366984315058,2,1.6838069220934495,low_strain,1,False,0.45685168931434245,-6.578212529933696,4.923982816728104,-30.662464141845703,37.724639892578125,Typical motion signature for its cluster.
subject101,1600,1800,lying,0.457176865,0.07114196761839509,0.4626790090849649,5.769186500000001,0.06782360464285278,5.769585159535216,7.88544645,0.10831264894229808,7.886190293528206,0.0008377960185000003,0.02205015521117914,0.02206606550805342,0.009898337872500001,0.017748120793853003,0.020321734285030035,-0.006872649977500001,0.014919136611225401,0.016426014578638265,1.07205594,0.08385475626871977,1.0753304416030312,1.9176217000000002,0.08623875318040028,1.9195598732159933,9.39420425,0.11813619264830531,9.394947027563887,0.00028889247165,0.024853604175804386,0.024855283128295626,-0.006557173925,0.02746848767530612,0.02824029647597815,-0.008581363603,0.01742844841694033,0.01942654409587158,-0.5937039900000001,0.049285792035736825,0.5957461850809537,-7.6053719,0.06128191301999308,7.605618792062419,-6.66881735,0.1016270598732321,6.669591659686484,2,1.6836812589403671,low_strain,1,False,0.45797363892003384,-6.579776129867144,4.92388367226944,-30.657527923583984,37.71988105773926,Typical motion signature for its cluster.
subject101,1700,1900,lying,0.45613523,0.06979767726083082,0.46144454032761073,5.779443650000001,0.06799442032385819,5.7798436090192356,7.88597335,0.10578678616574709,7.886682859164397,0.0031923993230000003,0.022552702429819074,0.022777528406863156,0.00716817909,0.018857181517160915,0.020173648312525636,-0.0061027918375,0.01669949969143965,0.01777968948424718,1.074452465,0.08635804073141523,1.0779173487533935,1.93166365,0.08556016157171223,1.933557601412355,9.3837477,0.10975188479342853,9.38438950456933,-0.00037855846499999996,0.0247799814485642,0.024782872858137513,-0.00711519774,0.026546030635270394,0.027483045343775412,-0.01052267368,0.01572833051731829,0.018923716396040464,-0.59203611,0.04483356831435459,0.5937312560340158,-7.5978556500000005,0.06387136984265718,7.5981241125769,-6.68389675,0.10056591346941318,6.684653264576443,2,1.6842154785217571,low_strain,1,False,0.4611017820437286,-6.58164080929148,4.9172756385573635,-30.652591705322266,37.71512222290039,Typical motion signature for its cluster.
subject101,1800,2000,lying,0.45730315,0.06333447487749069,0.4616680914985678,5.7827117,0.06986229220480816,5.783133695946256,7.89175275,0.10401192201828353,7.892438149713592,0.00473278407,0.02085170190873738,0.021382065324567875,0.00286524341,0.02078485763564078,0.020981418606290738,-0.006188156355000001,0.01645961053218946,0.017584426574252826,1.07637625,0.08764750845561728,1.079938848871796,1.9391005000000001,0.08248774644606313,1.9408541875715444,9.37078665,0.11205518663264769,9.371456599945896,-0.001590687781,0.02449028479125833,0.02454188942957656,-0.006392959389499999,0.028682653375564783,0.0293864685598422,-0.01204582356,0.01678897411293695,0.02066328911387338,-0.588367235,0.047760104453086934,0.5903024909306371,-7.584495299999999,0.06575490991484968,7.5847803306292265,-6.6955187,0.10547765715216662,6.696349468046601,2,1.6845237870841365,low_strain,1,False,0.4603025015885008,-6.5787463162663355,4.912849858757952,-30.64841079711914,37.71318562825521,Typical motion signature for its cluster.
subject101,1900,2100,lying,0.46671173499999996,0.07356994159862283,0.47247473995287304,5.7818718,0.07144732304824301,5.782313224965075,7.890934500000001,0.1054625163636351,7.891639222978203,0.00343032749,0.02197447128385888,0.02224060554242596,0.004549589109999999,0.02203262590238544,0.022497452416313634,-0.007040702745,0.015531985914129656,0.0170532718731677,1.07573559,0.08486953539422672,1.0790782629775655,1.9396948500000002,0.08411710864608637,1.9415179110900573,9.3748389,0.12477568930200306,9.375669222705865,-0.0013420086909999998,0.02554873758287722,0.025583959416115448,-0.007426142594500001,0.027550332180448008,0.02853363624017935,-0.013402757949,0.01739727173241928,0.021961306526960496,-0.58581219,0.04945939929259048,0.5878963804370461,-7.5767809,0.06280456028975923,7.577041191612858,-6.71232715,0.09982328407429554,6.713069376721091,2,1.685979184821047,low_strain,1,False,0.4596303651572035,-6.571178821976922,4.918055758887236,-30.644229888916016,37.711249033610024,Typical motion signature for its cluster.
subject101,2000,2200,lying,0.462801835,0.07655269980417265,0.46909045431203883,5.778459349999999,0.07030069031010648,5.778886972995795,7.8878084,0.11370819581912295,7.888627948439893,0.0035323187910000003,0.024687904808070142,0.024939324767394657,0.00574827198,0.021707694722863116,0.022455882101068136,-0.0055049539580000004,0.016351093525324132,0.017252906350919448,1.0740352149999999,0.08897412444997015,1.0777142654162721,1.9424822499999999,0.08220724865507605,1.9442210068036245,9.368604,0.127475647988155,9.36947122038624,0.00276911528,0.025321970286986958,0.02547293031139095,-0.007279084355,0.026665379711854304,0.027641048175215368,-0.012498489209,0.016778975098869536,0.020922386046432977,-0.583965115,0.04841036231543589,0.5859682744965592,-7.57298295,0.06564407664669754,7.573267452413753,-6.713876,0.0947071433050327,6.714543944779049,2,1.6856055262437657,low_strain,1,False,0.4594210794705115,-6.564175466521697,4.916073984755464,-30.64004898071289,37.709312438964844,Typical motion signature for its cluster.
subject101,2100,2300,lying,0.4642085824,0.3759114280988282,0.5973265520208508,6.39830275,1.3928190931118576,6.54814653980762,6.754594280450001,2.774133647037472,7.3020792508102295,0.10583654400599998,0.3949277498558314,0.40886342665164377,-0.03611942228,0.15164362290914907,0.15588585899578308,-0.013984990968000002,0.08543246473943097,0.08656954432032757,1.74205656,1.934735675606145,2.60345216831464,2.4534485,0.6589457923332921,2.5403974294165077,8.7993928,1.3970307188058393,8.909602038137225,0.027322239395000003,0.13001820235012826,0.13285796064939648,-0.10804833144000002,0.26803535470514794,0.2889937599653019,0.019359611224999997,0.10989144850389435,0.1115837129740143,-0.320685712,0.6420962799524833,0.7177234555243159,-7.105023310000002,1.3866871359906905,7.239078494447026,-7.0098694,0.8655852779938208,7.063108867809981,2,2.1233705995136347,low_strain,-1,True,0.5240353773698903,-4.138478740050708,5.186373713997837,-15.345046054571867,15.624590158462524,Flag for manual review.
subject101,2200,2400,lying,2.1385732754,2.0763194800059575,2.9807043190003424,2.889254957,5.7150761590173715,6.403896447469918,-0.3482812345499997,6.928444586349877,6.937192818745965,0.08563730165000001,0.5918765447405739,0.5980397910239198,-0.06366050845999999,0.2594592927644341,0.2671549829952757,0.24900279684500004,0.70716193990907,0.7497202158756234,5.754530405000001,3.8381590340660745,6.917086449716562,3.0301823000000003,1.0048862647947776,3.1924600508708783,3.8451998599999997,4.758400325581429,6.117837495540191,0.018961022760000005,0.2946780686931861,0.2952874608798202,-0.156129788175,0.3914779569026853,0.42146352332826037,-0.006313342865,0.21331593999980164,0.2134093450534208,-0.5873256669999999,1.0409623204300553,1.195221314933816,-2.253348172,4.697148165055546,5.209681263641801,-8.52339445,1.5805227012199785,8.66869684320328,0,2.915991127011985,medium_strain,-1,True,0.5659025499111636,0.020221115801748693,5.153959045625792,-0.05004312843084335,-6.460132122039795,Flag for manual review.
subject101,2300,2500,lying,3.8103960580000003,1.1870262688713131,3.9910085795212833,-2.6019055430000004,3.9888489047978126,4.76243929515126,-7.263232315,2.6302727892762467,7.724822237933201,-0.01694212346,0.44280230535548604,0.4431262993498208,-0.023428908415,0.21766521762495297,0.21892249933078284,0.25356596312,0.7008954936275562,0.7453523935967395,9.0205674,0.5346543703302536,9.03639814935442,3.47746085,1.007554955771777,3.6204835246390767,-1.121901585,1.3904826685452296,1.7866463606293705,0.004702186514999997,0.2702652742615525,0.27030617645494903,-0.057876066994999996,0.30783917201798805,0.31323249346057663,-0.0400943292,0.18734812889443073,0.19159038763529398,-1.193434235,0.6870712434006678,1.377081031304322,2.246024088,1.0348712129846298,2.472970406482963,-9.75786095,0.6121755662713088,9.77704501592759,2,2.2745842892850314,low_strain,-1,True,0.5374005379456743,-1.4469807038676654,3.376706847562559,-0.3309336453676224,-6.005464394887288,Flag for manual review.
subject101,2400,2600,lying,3.7993285,0.10852034674543759,3.800878019164782,-3.9347744999999996,0.14437316197531316,3.9374222501211373,-8.2178145,0.19407064487899764,8.220105751851007,0.0025064002535000003,0.07611096586406473,0.07615222365099766,0.006336195754000001,0.02894704465493969,0.02963239394460191,-0.010763642005,0.02856473963328031,0.03052540482170376,8.966021050000002,0.13092008742892552,8.966976833823956,3.8103337500000003,0.20114555563680125,3.8156392414563385,-1.729760595,0.26002792034597166,1.7491958825055027,0.00875199935,0.06018041683179618,0.06081348586186403,-0.01171725204,0.06461409051570784,0.06566791216828023,-0.01566643447,0.060628820022057675,0.06262021228221656,-1.26024465,0.07185706635312565,1.2622915732264477,2.30897225,0.09465159186425495,2.3109114598167753,-9.7901941,0.09647632809238751,9.790669445832444,2,1.8104091177769368,low_strain,-1,True,0.5446356062018428,-3.5582463045984287,2.6188997776206326,-0.6118241623044014,-5.550796667734782,Flag for manual review.
subject101,2500,2700,lying,3.78363785,0.05694544461919234,3.7840663529615197,-3.9263232,0.07513790315652949,3.9270420898367004,-8.2200025,0.09685210168473377,8.220573059684282,0.0051745000284999995,0.02276138416822808,0.023342151995876696,0.006294115304000001,0.02059774378395834,0.021537941787683465,-0.0073626965049999995,0.014919618743515753,0.016637437401132597,8.997684300000001,0.07622649944415653,8.99800718168662,3.7690354000000004,0.11295293472433551,3.770727544110818,-1.7244063,0.1523857719254327,1.731126370593724,-0.0014215866024500008,0.028852582461479273,0.028887582508142263,-0.00706185,0.0341031613432769,0.034826646967919206,-0.017194379465,0.02647925312081959,0.03157210051648207,-1.2418737999999998,0.06536169952319172,1.2435926531187775,2.25601355,0.06459161255068262,2.2569380173579203,-9.80511295,0.08832600579556112,9.80551076923367,2,1.7807486817783198,low_strain,-1,True,0.5447107329672519,-3.7899200919681664,2.5579893369675557,-0.8927146792411804,-5.096128940582275,Flag for manual review.
subject101,2600,2800,lying,3.7856703499999993,0.05392685744021713,3.7860544244401058,-3.94481695,0.06881631887276085,3.9454171458478884,-8.2283771,0.10307341616338334,8.22902265332427,0.0036012274099999995,0.02129214835196083,0.021594546077666085,0.0054133483034999996,0.019459782469988092,0.020198699800587715,-0.0078127628064,0.016249147658897248,0.018029810379194593,9.0046254,0.06929375577092071,9.004892015949665,3.7780812000000004,0.10514908912377702,3.779544137159533,-1.6642930999999999,0.12809753885375783,1.669215534964853,0.0002859049010499995,0.025523792818735576,0.025525394051144092,-0.004553706855,0.029742577905895698,0.030089153969654066,-0.023764806045000003,0.02424682889296408,0.03395106357275345,-1.2314636,0.06589202073119324,1.2332251848389248,2.24056685,0.06166100015064223,2.2414151530358004,-9.804524200000001,0.08715210767021073,9.804911538522774,2,1.7771788284474006,low_strain,-1,True,0.538261644611675,-3.800605075069811,2.545041447528854,-0.8928188482920328,-5.095917542775472,Flag for manual review.
subject101,2700,2900,lying,3.78452165,0.05283051345366142,3.7848903791880817,-3.9412144000000002,0.07261022364405718,3.9418832036661104,-8.229561299999999,0.10559749630701482,8.230238758485928,0.0007297838250000002,0.020400363524368925,0.020413412658289984,0.0048118108905,0.01950489299287339,0.02008965840200813,-0.005225018271399999,0.016323884724471275,0.017139720780522956,8.999091100000001,0.06553109411409214,8.999329694504752,3.79539385,0.0993571139510277,3.79669412946454,-1.6404427500000003,0.1243583897488927,1.6451496664828096,0.0035867430635000003,0.02460600179034636,0.02486604210384302,-0.005230379875000001,0.02822414563895959,0.02870469074360507,-0.02709635715,0.02380027936053498,0.03606474550637872,-1.22924165,0.07206492596802899,1.231352259773579,2.2339049,0.06554559548886563,2.2348662884682833,-9.804074,0.08791307610930242,9.804468150105185,2,1.7760771785951304,low_strain,-1,True,0.5391284352674304,-3.798877034160581,2.5376255348093704,-0.8929230173428854,-5.095706144968669,Flag for manual review.
